"sales_review","positive","negative","net_tone","Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
223,3,0,3,"dekhengst","Amsterdam2015","6/16/2017",5,385,"fast shipping nice taste thanx","Cocaine"
224,3,0,3,"dekhengst","Amsterdam2015","6/25/2017",5,382,"nice stuff again thanx","Cocaine"
225,6,0,6,"dekhengst","Amsterdam2015","6/20/2017",5,372,"wow i like it very fast delivery","Cocaine"
226,0,0,0,"dekhengst","Amsterdam2015","8/5/2017",5,366,"quick as always","Cocaine"
227,3,0,3,"stonecold1962","Amsterdam2015","6/1/2017",-5,1831,"Perfect! Incredible stealth ","Cocaine"
228,9,0,9,"Unilav","Amsterdam2015","6/19/2017",4,172,"Wow, speedy delivery. I thought I'd have to wait a couple more days.  very good service and we'll packaged. product needs a 2nd wash up. Slow flash and not that strong.  ok though. ","Cocaine"
229,3,0,3,"recamie","Amsterdam2015","12/11/2017",5,30,"perfect guys !!","Cocaine"
230,0,0,0,"dofus59","Amsterdam2015","9/26/2017",5,120,"Received, nothing to say 100%","Cocaine"
231,5,0,5,"megamoonmoose","Amsterdam2015","1/12/2018",5,25,"Good stuff. could be better if in single rocks though as slightly crumbled.","Cocaine"
232,3,0,3,"MKU1986","Amsterdam2015","10/24/2017",5,95,"The best there is!","Cocaine"
233,6,0,6,"deB0rah2","Amsterdam2015","11/26/2017",5,113,"Great Job! Well done and please, stay in same quality and service! Thank you!","Cocaine"
234,3,0,3,"Thullen7","Amsterdam2015","11/13/2017",5,83,"Next day delivery and perfect quality. This is how its done. Thnx ","Cocaine"
235,3,0,3,"deB0rah2","Amsterdam2015","1/16/2018",5,98,"Perfect!","Cocaine"
236,3,0,3,"tailor75","Amsterdam2015","1/28/2018",5,233,"Perfect !","Cocaine"
237,3,0,3,"deB0rah2","Amsterdam2015","1/10/2018",5,80,"perfect","Cocaine"
238,3,0,3,"deB0rah2","Amsterdam2015","1/7/2018",5,33,"Excellent!","Cocaine"
239,3,0,3,"Phi009","Amsterdam2015","10/5/2017",5,381,"Speedy and stealthy. Excellent quality","Cocaine"
240,5,0,5,"deB0rah2","Amsterdam2015","12/1/2017",5,92,"Perfect! Thank you!","Cocaine"
241,3,0,3,"lototherdbonion","Amsterdam2015","5/9/2017",4.17,1553,"perfect!","Cocaine"
242,8,0,8,"wonderland1999","Amsterdam2015","8/26/2017",-5,123,"very fast, good stealth, good product thank you ","Cocaine"
243,3,0,3,"lototherdbonion","Amsterdam2015","6/13/2017",5,705,"everything perfect","Cocaine"
244,4,0,4,"BlueToffee","Amsterdam2015","9/11/2017",5,541,"Top marks and top vendor","Cocaine"
245,1,0,1,"brandnewshape","Amsterdam2015","11/2/2017",5,64,"Order Never Received so, SELLER has re-shipped 50% of the order, well received this time ! Cool ! THANX","Cocaine"
246,3,0,3,"DeepForest","Amsterdam2015","12/3/2017",5,42,"Perfect","Cocaine"
247,3,0,3,"Demonpico","Amsterdam2015","5/31/2017",5,545,"Good and fast","Cocaine"
248,3,0,3,"Denfedekat","Amsterdam2015","10/14/2017",5,61,"Perfect.","Cocaine"
249,3,0,3,"silverfish393","Amsterdam2015","5/9/2017",5,389,"delivery took a bit longer than usual, but as always good stuff","Cocaine"
250,4,0,4,"MKU1986","Amsterdam2015","10/16/2017",5,94,"Everywhere Amsterdam2k15 is, quality and service are on top! Thanks again mate!","Cocaine"
251,2,0,2,"testsa12","Amsterdam2015","10/2/2017",5,154,"6/5 top service","Cocaine"
252,3,0,3,"lazybernard8","Amsterdam2015","9/25/2017",5,78,"Perfect","Cocaine"
253,4,0,4,"Bojangles","Amsterdam2015","11/27/2017",5,242,"1 week delivery, awesome stuff","Cocaine"
254,3,0,3,"dirkdiggler24","Amsterdam2015","11/11/2017",5,162,"Product looks great, quick delivery","Cocaine"
255,2,0,2,"dkas111","Amsterdam2015","6/17/2017",-5,1200,"top notch!! 10/10.","Cocaine"
256,3,0,3,"tailor75","Amsterdam2015","12/18/2017",5,51,"Perfect !","Cocaine"
257,10,0,10,"AL666","Amsterdam2015","11/27/2017",5,30,"really good vendor! you can trust him for sure ! fast delivery good product ,good stealth!","Cocaine"
258,5,-5,0,"pintkeeper","Amsterdam2015","10/16/2017",-5,178,"This seller is a piece of shit. Messaged him 4 times no response. Sells on Dream Mkt also. Stay away from this fuckin goof. Said he would look in to my order.......YEAH WHEN.....NEXT FUCKIN YEAR. Do yourself a favor and stay clear.","Cocaine"
259,5,0,5,"asterixlutece","Amsterdam2015","11/13/2017",5,158,"not the same product than the last order, less good but better than the street","Cocaine"
260,10,0,10,"AL666","Amsterdam2015","11/27/2017",5,36,"really good vendor! you can trust him for sure ! fast delivery good product ,good stealth!","Cocaine"
261,3,0,3,"Niceone009","Amsterdam2015","10/13/2017",5,73,"great","Cocaine"
262,3,0,3,"asterixlutece","Amsterdam2015","10/16/2017",5,182,"simply perfect ! 3 days for delivery ","Cocaine"
263,3,0,3,"tailor75","Amsterdam2015","12/29/2017",5,76,"Best vendor on the market ! ","Cocaine"
264,3,0,3,"lototherdbonion","Amsterdam2015","5/8/2017",4.17,1603,"perfect!","Cocaine"
265,5,0,5,"Thullen7","Amsterdam2015","10/24/2017",5,181,"Fast delivery, great product thank you ","Cocaine"
266,0,0,0,"sek4455","Amsterdam2015","11/9/2017",-1,49,"Never received the order .. ","Cocaine"
267,7,0,7,"Aladin01 ","Amsterdam2015","1/11/2018",5,40,"The gear is much better, great delivery only 2 working days to the U.K.! Highly recommended to all buyers 5++!! ","Cocaine"
268,3,0,3,"lazybernard8","Amsterdam2015","11/16/2017",5,130,"Perfect","Cocaine"
269,2,-7,-5,"RoadRunner1012","Amsterdam2015","12/18/2017",-5,18,"What was that? Such a shit I can buy on the street and even there it is better. Really the worst in my life","Cocaine"
270,3,0,3,"user978","Amsterdam2015","9/30/2017",5,448,"Prompt deliver, perfect packaging","Cocaine"
271,3,0,3,"joe6968","Amsterdam2015","10/10/2017",5,110,"perfect thx","Cocaine"
272,3,0,3,"dreadheadk","Amsterdam2015","1/26/2018",5,255,"Excellent again :)","Cocaine"
273,3,0,3,"dreadheadk","Amsterdam2015","1/12/2018",5,200,"Excellent ","Cocaine"
274,6,0,6,"dreadheadk","Amsterdam2015","12/18/2017",5,119,"Excellent !!  Best vendor here A+","Cocaine"
275,5,0,5,"dreadheadk","Amsterdam2015","12/1/2017",5,92,"10/10 Excellent and fast service. Highly recommended :)","Cocaine"
276,5,0,5,"M0narch17","Amsterdam2015","10/13/2017",5,243,"All good thanks","Cocaine"
277,2,0,2,"Maceo411","Amsterdam2015","5/22/2017",5,301,"Loving the speedy delivery. Decent product. be back soon. x","Cocaine"
278,0,-3,-3,"rollsroyce2","Amsterdam2015","10/21/2017",-5,109,"FAKE","Cocaine"
279,2,0,2,"jacksparr63","Amsterdam2015","10/19/2017",5,94,"Strongly recommend","Cocaine"
280,9,-2,7,"rubicon","Amsterdam2015","5/20/2017",5,193,"Very fast delivery, stealth good, quality is good for the price  but i doubt that it's 90%, it did leave some traces and didn't desolve completly when put in water...but overall a good experience...thumbs up !","Cocaine"
281,14,-3,11,"Onetimeuser","Amsterdam2015","12/9/2017",5,71,"Great stealth! You can trust them, I was worried at first, but it's really superb, mthank you! Also: quality is incredible, just as evrything! just tried, and flying! thank you so much! I love you!","Cocaine"
282,2,0,2,"egamar1990","Amsterdam2015","9/17/2017",5,626,"fuk me its strong ","Cocaine"
283,6,-3,3,"Elagbiamine","Amsterdam2015","11/27/2017",5,105,"Perfect. Good quality. 2.8 with the bad. trustable !","Cocaine"
284,6,-3,3,"Elagbiamine","Amsterdam2015","11/28/2017",5,88,"Perfect. Good quality. 2.8 with the bad. trustable !","Cocaine"
285,11,0,11,"Elagbiamine","Amsterdam2015","12/28/2017",5,80,"Perfect as always. Good stleath, a bit more than expected. Good quality. Thanks","Cocaine"
286,3,0,3,"StandingOvation","Amsterdam2015","11/16/2017",5,67,"all ok, great quality","Cocaine"
287,3,0,3,"enigma2280","Amsterdam2015","4/27/2017",5,272,"Great customer service","Cocaine"
288,3,0,3,"johndope1111","Amsterdam2015","10/13/2017",5,827,"fast, good stuff","Cocaine"
289,1,-4,-3,"Leifericson","Amsterdam2015","12/7/2017",5,205,"Lit Shit , shipped on time , trust in you guys since SK2.0","Cocaine"
290,3,0,3,"ferd59inand","Amsterdam2015","10/5/2017",5,161,"excellent","Cocaine"
291,3,0,3,"jasonbourne666","Amsterdam2015","9/22/2017",5,148,"Best SilkRoad Vendor EVER!!","Cocaine"
292,3,0,3,"f4stfr0ggi3","Amsterdam2015","4/18/2017",4.17,1050,"Excellent quality and seller!!","Cocaine"
293,7,0,7,"lototherdbonion","Amsterdam2015","5/24/2017",5,882,"like every time. everything perfect. thanks!","Cocaine"
294,5,0,5,"ksp4f02","Amsterdam2015","5/4/2017",5,844,"great quality, will order again, thanks!","Cocaine"
295,3,0,3,"helmar1510","Amsterdam2015","10/17/2017",5,422,"good stealth","Cocaine"
296,2,0,2,"protor","Amsterdam2015","1/16/2018",5,157,"recommended ","Cocaine"
297,3,0,3,"MasterPyxels","Amsterdam2015","5/1/2017",4,814,"Thx mate, nice as always with you","Cocaine"
298,2,0,2,"Camborwellian","Amsterdam2015","11/13/2017",5,154,"Top Q...","Cocaine"
299,5,0,5,"ShotgunSam","Amsterdam2015","5/30/2017",5,155,"Outstanding!","Cocaine"
300,3,0,3,"VariaRelax","Amsterdam2015","8/24/2017",5,155,"quick delivery, good stuff","Cocaine"
301,8,0,8,"Pucks75","Amsterdam2015","6/9/2017",5,347,"Thanks. Fast delivery, excellent stealth and good quality for this price.","Cocaine"
302,6,0,6,"Camborwellian","Amsterdam2015","10/12/2017",5,181,"Brilliant Thank you","Cocaine"
303,7,0,7,"Camborwellian","Amsterdam2015","9/13/2017",5,137,"Brilliant Service Very Pleased","Cocaine"
304,0,-3,-3,"tdogg1","Amsterdam2015","11/11/2017",0,55,"Never received. I wouldn't order from overseas because it won't get here. Too bad too. I wanted to place a large order if it had worked out.","Cocaine"
305,5,0,5,"tor4321","Amsterdam2015","6/10/2017",5,349,"Great!! Thank you","Cocaine"
306,3,0,3,"psychobabble","Amsterdam2015","10/20/2017",5,62,"Speed Delivery, Stealth, but produkt is not pure as said. But this sample had good product for the price.","Cocaine"
307,2,0,2,"Flyingdutch8","Amsterdam2015","8/31/2017",5,73,"Very strong","Cocaine"
308,3,0,3,"psychobabble","Amsterdam2015","11/7/2017",-5,144,"Fast delivery but the product wasn't so good as the one on a previous sample sent.","Cocaine"
309,5,0,5,"foufounepalace75","Amsterdam2015","1/16/2018",5,109,"best vendor thanks a lot","Cocaine"
310,4,0,4,"canosprite","Amsterdam2015","8/9/2017",2,682,"Order didnt make it to australia......... But then it says that it doesnt guarantee parcels to Australia so what more do we expect right!!!!! I still gave them a 2 as there are a good quality vendor  ","Cocaine"
311,3,0,3,"Altewurste112","Amsterdam2015","5/29/2017",5,449,"All perfect. The stuff anb the feedback with vendor","Cocaine"
312,8,0,8,"Pucks75","Amsterdam2015","12/5/2017",5,94,"Top quality against fair price. Thanks again. Very trusted vendor!","Cocaine"
313,7,0,7,"Pucks75","Amsterdam2015","11/29/2017",5,97,"Thanks again. Best quality-price ratio of DN. Very trusted!","Cocaine"
314,5,0,5,"leroyjenkins","Amsterdam2015","5/16/2017",5,385,"Very pleased with the product.  Solid SR Vendor.","Cocaine"
315,3,0,3,"Pucks75","Amsterdam2015","1/29/2018",5,102,"Simply the best 5/5!","Cocaine"
316,5,0,5,"Pucks75","Amsterdam2015","11/27/2017",5,106,"Very trusted vendor. Best price-quality ratio of DN. ","Cocaine"
317,5,0,5,"Pucks75","Amsterdam2015","11/27/2017",5,89,"Very trusted vendor. Best price-quality ratio of DN. ","Cocaine"
318,3,0,3,"Pucks75","Amsterdam2015","1/15/2018",5,83,"Simply the best vendor!","Cocaine"
319,5,0,5,"Pucks75","Amsterdam2015","1/22/2018",5,108,"Received in 2 days. Best trusted vendor of DN. Thx again!","Cocaine"
320,3,0,3,"Pucks75","Amsterdam2015","1/6/2018",5,68,"Best vendor on DN","Cocaine"
321,5,0,5,"Pucks75","Amsterdam2015","12/28/2017",5,80,"Perfect product and service van these guys. Thanks again!","Cocaine"
322,5,0,5,"basssystem","Amsterdam2015","1/6/2018",5,69,"Fast delivery (3 days),very good product, thank you my friend!","Cocaine"
323,8,-1,7,"Pucks75","Amsterdam2015","12/17/2017",5,118,"Very good quality for this price. Good and fast communication and small delay due to Christmas. recommended vendor.","Cocaine"
324,8,0,8,"Pucks75","Amsterdam2015","6/27/2017",5,437,"Thanks again. Very nice and good quality for the price","Cocaine"
325,3,0,3,"marygowild","Amsterdam2015","8/4/2017",5,371,"Great as always, fast and profesional. will be back! ","Cocaine"
326,0,-1,-1,"zioluchino","Amsterdam2015","5/2/2017",-1,247,"cocaine is 60%max 70 no 90/92!","Cocaine"
327,3,0,3,"ceriaron99","Amsterdam2015","11/19/2017",5,37,"good quality ","Cocaine"
328,6,-5,1,"Spargo","Amsterdam2015","11/16/2017",0,49,"Normally always good stuff. This time it wasn't sweet but more bitter. Burned on the pipe. Nasty feeling. Quality control?","Cocaine"
329,0,-1,-1,"catgary4","Amsterdam2015","1/22/2018",2,33,"uncut cocaine 90-92%!!!?? You must be joking...Very cut","Cocaine"
330,2,-1,1,"fuzzydependent","Amsterdam2015","11/7/2017",-5,649,"first order was fine then did 2 more and havent recieved orders plus no reply from vendor","Cocaine"
331,5,0,5,"winner0102","Amsterdam2015","6/7/2017",5,353,"Communication, package, price, quality, everything is perfect !!!! I can only recommend!!! The most accurate seller!","Cocaine"
332,3,0,3,"merryxmas","Amsterdam2015","8/7/2017",5,298,"Received and tested, great transaction.","Cocaine"
333,0,-1,-1,"Spargo","Amsterdam2015","11/1/2017",5,54,"Sorry for the late payment","Cocaine"
334,7,0,7,"gamma49","Amsterdam2015","4/21/2017",5,2426,"fast delivery, good packaging, quality fair for this price as usual. However weight was ligthly over 5,9 - for this price OK. historicaly 5th order and all of them are OK! thank you","Cocaine"
335,2,0,2,"gamma49","Amsterdam2015","5/19/2017",5,535,"As usual. Thank you!","Cocaine"
336,0,-6,-6,"gamma49","Amsterdam2015","5/4/2017",5,830,"fast delivery, this time just little shitty stealth - one side of bag was unsealed (shitty sealed) and some coke was inside of letter...","Cocaine"
337,4,0,4,"winner0102","Amsterdam2015","11/28/2017",5,103," package arrived. flawless, fast, fair. I CAN ONLY RECOMMEND!!!","Cocaine"
338,2,0,2,"gamma49","Amsterdam2015","5/3/2017",5,870,"fast delviery, quality as usual. Thanks!","Cocaine"
339,10,0,10,"gamma49","Amsterdam2015","4/12/2017",5,1028,"Quality as usual, fast delivery. Quality is form me total good. Not so strong, very pleasure ending... thanks","Cocaine"
340,4,0,4,"mnsn80","Amsterdam2015","1/2/2018",5,51,"Really amazing coke","Cocaine"
341,3,0,3,"Spargo","Amsterdam2015","12/25/2017",5,25,"Fast and good.","Cocaine"
342,0,-1,-1,"Geoff2","Amsterdam2015","11/27/2017",-5,88,"No bueno","Cocaine"
343,0,-1,-1,"Geoff2","Amsterdam2015","11/27/2017",-5,105,"No bueno","Cocaine"
344,7,0,7,"george72","Amsterdam2015","1/25/2018",5,240,"Great vendor the cocaine is amazing quality ","Cocaine"
345,10,0,10,"george72","Amsterdam2015","12/20/2017",5,166,"Amazing vendor, package took awhile to arrive but that was due to it being chritmas time and New year. Normally with other products I have bought of this vender it usally takes 3 days which is fast and the quaility of this cocaine is good. Great vendor!!","Cocaine"
346,3,0,3,"pukanuka","Amsterdam2015","5/20/2017",5,503,"great","Cocaine"
347,0,0,0,"scoobdoo122","Amsterdam2015","5/19/2017",5,343," fEXCELLENT VENDOR!!.... ARRIVED FASTER THAN MY USA TO USA ORDERS AND HE IS IN THE NETHERLANDS....AND IM IN THE USA!!!!! I ORDERED A GRAM AND IT WAS WELL OVER A GRAM!!!! SOO 5/5 FOR THIS VENDOR FORSURE!!!!!eedback.","Cocaine"
348,3,0,3,"cheezHamster","Amsterdam2015","6/24/2017",4,134,"Delivery slower than expected. Perfect otherwise.","Cocaine"
349,3,0,3,"Mushroomman95","Amsterdam2015","5/20/2017",5,517,"excellent product","Cocaine"
350,5,0,5,"chelseaboy27","Amsterdam2015","11/23/2017",5,80,"Arrived really swiftly - placed order Thursday and arrived by Monday and good product.","Cocaine"
351,2,0,2,"Kamicaol","Amsterdam2015","11/17/2017",5,357,"Tip top","Cocaine"
352,9,0,9,"lesable777","Amsterdam2015","6/10/2017",5,154,"Love Amsterdam! great product and price! excellent vendor!","Cocaine"
353,3,0,3,"Niceone009","Amsterdam2015","10/16/2017",5,226,"great","Cocaine"
354,2,0,2,"PickledJam","Amsterdam2015","12/8/2017",5,22,"Clean Stuff 10/10","Cocaine"
355,3,0,3,"purpleraincheck","Amsterdam2015","8/24/2017",5,560,"good quality stuff and very stealthy ","Cocaine"
356,3,0,3,"MataHari","Amsterdam2015","12/17/2017",5,298,"All perfect","Cocaine"
357,0,-1,-1,"ChildSound","Amsterdam2015","11/25/2017",0,563,"not received, vendor says delayed, but its to long.....","Cocaine"
358,6,0,6,"ChildSound","Amsterdam2015","11/15/2017",5,330,"Perfect quality, fast shipping.... Very good vendor, know i have not received, but i know its come soon","Cocaine"
359,6,0,6,"ChildSound","Amsterdam2015","11/9/2017",5,142,"all perfect, one of the best vendor on sr","Cocaine"
360,5,0,5,"kinimod","Amsterdam2015","11/27/2017",5,105,"Amsterdam2015 is fully trustworthy, he communicates, his stuff is good. I highly recommend him!","Cocaine"
361,6,0,6,"ChildSound","Amsterdam2015","11/2/2017",5,333,"Perfect quality, fast shipping.... Very good vendor","Cocaine"
362,9,0,9,"ChildSound","Amsterdam2015","10/25/2017",5,179,"Very good quality for a very good price!! The order arrived me fast!! This vendor is perfect","Cocaine"
363,3,0,3,"scooter44","Amsterdam2015","10/3/2017",5,375,"Good stuff, stealth and transaction!","Cocaine"
364,2,0,2,"gt50","Amsterdam2015","11/5/2017",5,308,"top","Cocaine"
365,11,0,11,"guigz66","Amsterdam2015","10/5/2017",5,79,"Pure cocaine ! Thanks you guy ! I like your stuff, really 90%, and beautiful letter ! Seller is true, cocaine is pure ! Thanks. i come back guy. Merci mon pote t'assures","Cocaine"
366,3,0,3,"bernardoprovenziano","Amsterdam2015","10/4/2017",5,249,"Good stuff and service !","Cocaine"
367,8,0,8,"guy1961","Amsterdam2015","8/10/2017",5,299,"great deal would love to see more like this","Cocaine"
368,2,0,2,"TedyBear1","Amsterdam2015","8/30/2017",5,76,"very trusted ","Cocaine"
369,3,0,3,"Gypsymushjoe","Amsterdam2015","12/4/2017",5,56,"Fast Delivery, good value 4 money","Cocaine"
370,3,0,3,"yameo365","Amsterdam2015","6/14/2017",5,382,"very good","Cocaine"
371,12,0,12,"Whoknowsbro","Amsterdam2015","10/22/2017",5,397,"Super fast delivery, good stealth, good product, good price, whatelse.","Cocaine"
372,2,0,2,"hargany","Amsterdam2015","10/23/2017",5,115,"top ","Cocaine"
373,7,0,7,"HAZZARDHUGH","Amsterdam2015","9/22/2017",0,264,"Took 14 days to come. Clean good stuff had stronger ","Cocaine"
