"Buyer","Seller","Date","rating","price_USD","review_text","meta_category"
"chebelgeco","connecto1","2/22/2017",5,1056,"Very fast and professional Best quality/price around Nice and patient: a pleasure to deal with!.","Heroin"
"Tortilla69","connecto1","5/3/2017",4,817,"took forever not vendors fault great quality and on point","Heroin"
"Tortilla69","connecto1","5/3/2017",4,817,"took forever not vendors fault great quality and on point","Heroin"
"jesus69moses","connecto1","3/16/2017",2.5,249,"very good price, quality sub-par but worth the extremely cheap price. weight was on point and i didn't notice any crazy additives or cuts","Heroin"
"Opok","connecto1","5/6/2017",5,423," good comunication and good product","Heroin"
"Tortilla69","connecto1","6/2/2017",4,542,"Took twice as long as usual, not vendors fault. good quality and always on point. Thanks connecto!","Heroin"
"Tortilla69","connecto1","6/16/2017",5,1090,"AMAZING AS ALWAYS ","Heroin"
"Peachpickerm8","connecto1","4/25/2017",5,513,"As expected. 5/5 would recommend =) ","Heroin"
"poliwag1234","connecto1","5/1/2017",5,396,"Great vendor. Highly recommeded. Good quality. Responds quickly to any issues.","Heroin"
"poliwag1234","connecto1","4/24/2017",5,520,"Great Vendor. Hightly recommeded!!! Thanks for your services","Heroin"
"poliwag1234","connecto1","4/24/2017",5,521,"Great Vendor. Hightly recommeded!!! Thanks for your services","Heroin"
"wubbalubbadubdub","connecto1","4/17/2017",5,989,"Delivery time: 7 days. Stealth: near perfect.  Quality and price:  The absolute best deal I have ever come across in my whole life.  Connecto is #1 by a country light year!!!  I have never been more satisfied.  Really, WEE-OW! Wish I had found him earlier.","Heroin"
"kikinimod","connecto1","8/29/2017",5,327,"GREAT !","Heroin"
"Peachpickerm8","connecto1","5/14/2017",5,1281,"Verry satisfied once again. connecto1 does if right. Had many orders with this vendor and and have always been satisfied with everything. connecto1 is very respectful and does a great job at communicating with his customers. Quality is always clean and pur","Heroin"
"Peachpickerm8","connecto1","6/7/2017",5,834,"Satisfied once again! 10/10 awesome customer service and communication. Will be back soon!","Heroin"
"Peachpickerm8","connecto1","4/25/2017",5,512,"As expected. 5/5 would recommend =) ","Heroin"
"SamuraiDrogato","connecto1","5/15/2017",5,173,"You are the best !!!!","Heroin"
"wubbalubbadubdub","connecto1","5/29/2017",5,993,"Received and as always connecto is THE CONNECTO.","Heroin"
"strayedmutt","criso","11/8/2017",5,206,"Fast & flawless","Oxycodon"
"robodicus","criso","11/2/2017",5,251,"Arrived late - due to the carrier. Vendor came through as he said he would. Thanks!","Oxycodon"
"Hitme","criso","11/2/2017",5,138,"Awesome vendor, outstanding product!! Definitely recommend - highly!","Oxycodon"
"strayedmutt","criso","11/9/2017",5,208,"Fast & flawless","Oxycodon"
"rso4666","criso","10/4/2017",5,365,"thank you","Oxycodon"
"BuddyRich","criso","12/10/2017",5,24,"Arrived in 24 days still trusted","Oxycodon"
"SilentSwede","criso","10/16/2017",5,35,"Fast shipping, good packaging, and great product! Thanks","Oxycodon"
"Hitme","criso","11/21/2017",5,115,"Consistent with excellent product. Recommend this vendor!","Oxycodon"
"Helix123","criso","1/2/2018",5,112,"product super, easy to deal with and product is 100 %,pleasue to deal with","Oxycodon"
"32aB97","criso","12/7/2017",5,102,"great vendor","Oxycodon"
"thedude056","criso","11/19/2017",5,44,"No took more then 2 weeks to get here and had the wrong address on it. Thankfully my mail man knows me and got it to the right place. order is great though just as discribedfeedback.","Oxycodon"
"32aB97","criso","11/3/2017",5,224,"always reliable ","Oxycodon"
"32aB97","criso","10/13/2017",5,267,"great service","Oxycodon"
"32aB97","criso","9/29/2017",5,225,"fast delivery","Oxycodon"
"32aB97","criso","10/5/2017",5,220,"always ships fast","Oxycodon"
"Hitme","criso","10/31/2017",5,255,"This vendor is fantastic, highest quality oxies I've gotten from SR ever! HIGHLY recommend using Criso, very highly recommended!!!","Oxycodon"
"hlopjer","criso","12/10/2017",5,50,"Took a little while but it was worth it!","Oxycodon"
"hungryhippo420","criso","12/28/2017",5,13,"Great vendor","Oxycodon"
"mcstumpe","criso","11/15/2017",5,218,"great stealth","Oxycodon"
"comradcon","criso","11/20/2017",5,191,"A solid vendor - though it takes 3 weeks from Canada to the US","Oxycodon"
"PortCityGuy72","criso","10/16/2017",5,35,"Fast shipping to states ","Oxycodon"
"comradcon","criso","10/9/2017",5,327,"Did what he said he would. Clever shipper!","Oxycodon"
"PortCityGuy72","criso","11/28/2017",5,82,"Excellent trustworthy vendor","Oxycodon"
"PortCityGuy72","criso","11/9/2017",5,69,"Very fair ","Oxycodon"
"PortCityGuy72","criso","10/18/2017",5,90,"Fast & friendly","Oxycodon"
"Helix123","criso","12/19/2017",5,49,"No problems at all ","Oxycodon"
"FireandBrimstone","criso","12/9/2017",5,138,"Great experience with this vendor! 5++!","Oxycodon"
"JEBERLY69","darkboss","12/3/2017",-5,477,"no delivery.","Oxycodon"
"binatone","darkboss","12/8/2017",5,55," \Life saver for me. BUT only because I take it when I truly need it. I suffer from day to day anxiety but I do not take it for that. I try to get rid of anxiety other natural ways. Real vendor ""","Xanax"
"bobey","darkboss","12/8/2017",5,61,"For symptoms of ADHD (impulsivity, inability to sit still/restlessness, and inability to focus on a task at hand), I give this medication  and Vendor a  10/10.","Adderall"
"treatrep","darkboss","12/2/2017",5,67,"Much effective in the relief of moderate to severe anxiety and panic attacks. I have troubled with excessive, uncontrollable and often irrational worry. Suggested to take Xanax and discover it as best for disorders.Am grateful to ottopharmacy for sending m","Adderall"
"Asterix33","Deepstatus","9/25/2017",5,241,"Arrived in Austria about 12 days after ordering, everything went fine","Speed"
"Lastres","Deepstatus","11/20/2017",5,56,"Great communication and stealth. I had a problem with my purchase but it was fairly fixed. Responsable vendor.","Speed"
"branyiksz","Deepstatus","1/1/2018",5,34,"THE BEST!!!! :)) 1 week in Austria! Everything is OK!!! To be continued.... ;)Thank you very much!!!","Speed"
"odnejin2","Deepstatus","1/3/2018",5,63,"Everything went fine!","Speed"
"jthegunner","Deepstatus","12/23/2017",5,56,"I am very satisfied with the order. The price is completely okay, as well as the delivery time (10 days over Christmas) is quite good. The quality I rate as okay. I will have the substance tested in a laboratory and put the quality value here.","Speed"
"psychobabble","Deepstatus","10/21/2017",0,80,"Fast delivery, Stealth, Weak Produkt.","Speed"
"MTLXXL0815","Deepstatus","6/4/2017",5,371,"Superior quality and extra fast delivery to Germany. I can highly recomend this vendor! ","Speed"
"KuBu1234HvHv","Deepstatus","6/18/2017",5,170,"Seller is very communicative! Shipping is correct, Produkt is very good for this price! Thank you!","Speed"
"fuchur","Deepstatus","12/26/2017",5,29,"Goods arrived 5 working days after marked shipped. Thanks for good quality. fuchur / Germany","Speed"
"Nexro043","Deepstatus","12/24/2017",5,108,"Shipped to Austria, fairly fast even through the holidays. Good product, very good stealth! Will buy again.","Speed"
"itcontractorplus","Deepstatus","8/2/2017",-5,248,"Good party coke but not best quality...hope if I order again it is better..this was about 50 percent; arrived 16 days","Cocaine"
"IamTheCloud","Deepstatus","10/20/2017",5,121,"Delivery to the Netherlands took 2 day, great product. I will be back","Cocaine"
"messedup2","Deepstatus","11/15/2017",5,298,"great stuff well delivered to uk","Cocaine"
"openbook","Deepstatus","1/7/2018",5,128,"*account comprimised* some one has finalized order and given seller negative feedback. order not yet recived.","Cocaine"
"openbook","Deepstatus","12/22/2017",5,130,"A tiny tad underweight. but quality is very good and vendor is prompt.","Cocaine"
"openbook","Deepstatus","12/11/2017",5,42,"solid stuff will buy again. highly recommended. shipment was a little slow due to holidays.","Cocaine"
"openbook","Deepstatus","11/8/2017",5,94,"very good stealth, makes good use of the mylar.product is of very decent quality.","Cocaine"
"openbook","Deepstatus","6/24/2017",5,249,"arrived to asia in 10 days. decent quality.","Cocaine"
"openbook","Deepstatus","11/29/2017",5,65,"8 days to asia. very reliable vendor.","Cocaine"
"hownowbrownmeow","Deepstatus","10/21/2017",5,115,"UK. Brilliant, will deal with again!","Cocaine"
"FDfg83","Deepstatus","4/13/2017",0.71,2412,"fast delivery, not effective as usual, feeled like streched cocaine","Cocaine"
"leskcac023","Deepstatus","5/1/2017",5,106,"good order.  shipped to US","Cocaine"
"Polident20","Deepstatus","9/25/2017",5,340,"Amazing ! 2 days for delivery to France and fantastic quality ! The best vendor for me","Cocaine"
"messedup","Deepstatus","11/5/2017",5,284,"great product delivered quickly discretely to uk","Cocaine"
"johnjames7","Deepstatus","1/19/2018",5,15,"United Kingdom","Cocaine"
"messedup","Deepstatus","10/25/2017",5,122,"great product swift delivery to uk","Cocaine"
"freelord","Deepstatus","6/6/2017",5,1916,"thanks to Deepstatus for its high quality services all around europe","Cocaine"
"freelord","Deepstatus","4/22/2017",5,2331,"good quality fast delivery. thanx","Cocaine"
"knarf23","Deepstatus","4/11/2017",2.5,4487,"perfect like always","Cocaine"
"matchpoint","Deepstatus","9/17/2017",5,574,"Great product. Delivery in 4 days (tuesday--friday) to France. Will order again, thanks","Cocaine"
"knarf23","Deepstatus","6/12/2017",5,1856,"Perfect as always!!! Nice support! Fast delivery (4 days to germany)! Super value for money! Best Quality!","Cocaine"
"j38","Deepstatus","6/21/2017",5,250,"domestic within 2 days. vendor was very helpful and friendly. will order again.","Cocaine"
"sq5667","Deepstatus","5/22/2017",4,337,"Ordered Sunday night and arrived Wednesday (UK) excellent stealth but quality not as good as sample so can't give a 5!","Cocaine"
"gortix7","Deepstatus","11/23/2017",5,163,"best","Cocaine"
"Harrold123","Deepstatus","5/20/2017",5,89,"Thumbs up from the Netherlands, cant get hold of this quality in my scene her. his was first order ever on SR, and very content, will order again soon!","Cocaine"
"Biggdawg86 ","Deepstatus","5/7/2017",4,114,"Speedy stealth delivery to U.K. . Wouldn't say 90 % though. Cheers anyway","Cocaine"
"apaveee0","Deepstatus","5/2/2017",5,102,"good stuff ","Cocaine"
"4future","Deepstatus","6/11/2017",5,1850,"Very good and quick. as always.","Cocaine"
"4future","Deepstatus","5/21/2017",4.17,1408,"UK. Good secure and quick delivery, thanks again.","Cocaine"
"jrcc","Deepstatus","6/6/2017",5,61,"Materai 1a, fast delivery to Switzerland.","Cocaine"
"wwwerdrj","Deepstatus","11/13/2017",5,26,"received in the USA...  fire","Cocaine"
"Huey","Deepstatus","4/15/2017",5,597,"Just got it. very good ordering again","Cocaine"
"onionhead34","Deepstatus","12/10/2017",-5,13,"SCAMMER!!!","Cocaine"
"JohnyRam","Deepstatus","10/15/2017",5,31,"quick delivery","Cocaine"
"openbook","Deepstatus","9/24/2017",5,47,"want to give 5/5 rating. my account is comprimesed.","Cocaine"
"highguy1900","Deepstatus","9/25/2017",5,46,"Good gear, quick delivery. UK buyer.","Cocaine"
"Rafkit121","Deepstatus","4/28/2017",5,115,"Its trust  good quality ;)) ","Cocaine"
"majorkusinagi","Deepstatus","12/28/2017",5,12,"Will buy again , trusted vendor","Cocaine"
"Rees24","Deepstatus","5/20/2017",2,94,"Average at best","Cocaine"
"hank14253","Deepstatus","4/11/2017",4,122,"delivery 5 packaging 5 quality 4","Cocaine"
"billythebutcher","Deepstatus","5/29/2017",2,856,"Quality was not good. Definately not 90%!!","Cocaine"
"4future","Deepstatus","5/14/2017",5,99,"Quick delivery, very good quality stuff, as advertised, will deal again.","Cocaine"
"joestevens","Deepstatus","9/28/2017",5,42,"Received in the U.S. ","Cocaine"
"deadmentrio","Deepstatus","6/8/2017",5,164,"Sent Friday, Dv Monday UK. Super great service and communication. I'd recommend! :)","MDMA"
"Meilenstein911","Deepstatus","12/9/2017",5,58,"all great. fast. good quality. thx. again soon.","MDMA"
"wonkaswilly","Deepstatus","10/16/2017",5,81,"It took some time, but the stuff's great!!","MDMA"
"malik09","Deepstatus","12/7/2017",5,30,"Very fast !! thx","MDMA"
"Eddiedeeskimo","Deepstatus","12/18/2017",5,46,"fast delivery","MDMA"
"jovenus","Deepstatus","10/25/2017",5,83,"Ordered from france, clean packaging and good stuff , i recommend","MDMA"
"sh1n3g0dd3s","Deepstatus","6/5/2017",2,173,"Arrived in Sweden. However there is a lot of amphetamine in this, almost mostly so.","MDMA"
"pumah","Deepstatus","1/6/2018",5,27,":) i have reciev. PERFECT! THANK YOU MAN!! *GERMANY","MDMA"
"Polident20","Deepstatus","6/9/2017",5,160,"Amazing ! Very fast delivery to France (3 days) and  very good quality ! Very goood vendor !","MDMA"
"foo83z","Deepstatus","12/6/2017",5,35,"Excellent! 5 Stars from Germany","MDMA"
"matithyah","Deepstatus","6/24/2017",5,165,"Amazing quality & fast delivery !","MDMA"
"Polident20","Deepstatus","6/18/2017",5,178,"Fast and great !","MDMA"
"michael87","Deepstatus","6/3/2017",5,177,"5 days to Spain. Amazing product. Perfect service.","MDMA"
"twojastara95","Deepstatus","6/4/2017",5,179,"3 days to uk. good stuff.Good vendor :)","MDMA"
"Arkhamknightsasot","Deepstatus","1/5/2018",5,29,"The communication & stealth were much appreciated, on time delivery to France. I highly recommend the Vendor! .. Peace be upon you all:)","MDMA"
"DonEladio99","Deepstatus","1/15/2018",5,76,"very quick delivery, slightly under weight but got back to me and fixed the problem","MDMA"
"donnybrasco","Deepstatus","12/4/2017",5,48,"recieved in UK thanks  ","Ecstasy"
"jayk","Deepstatus","12/1/2017",5,55,"Fast shipping to France","Ecstasy"
"Plasmator6","Deepstatus","11/24/2017",5,67,"To Belgium - Perfect.","Ecstasy"
"flex1","Deepstatus","5/29/2017",5,380,"TOP Product A*","Ecstasy"
"pandafun","Deepstatus","10/27/2017",5,396," no feeback.","Ecstasy"
"P0xy","Deepstatus","6/28/2017",5,412,"very high quailty and fast to ship, recieved to the UK within 2 days, have purchased several times with no issue,highly recommend","MDMA"
"Mavis34","Deepstatus","11/26/2017",5,196,"Very fast - 2 days to the UK. Not tried goods but seems legit.","Ecstasy"
"charlesMunro","Deepstatus","6/22/2017",5,310,"Received - took a while but it got here","Ecstasy"
"anonimul1989","Deepstatus","11/21/2017",5,105,"good","Ecstasy"
"J4il4guit4re","Deepstatus","12/1/2017",5,248,"To France: quick, stealth, good, perfect.","Ecstasy"
"13alpha33","Deepstatus","12/4/2017",5,49,"Just received in portugal 5 days to arrive.","Ecstasy"
"bitcoinwoo","Deepstatus","11/28/2017",-5,55,"Never received my package!","Ecstasy"
"loopdaed666","domesticdoode","4/28/2017",4.17,978,"amazing! 5/5 for communication, stealth, speed and quality. highly recommended!","MDMA"
"Bob6925","domesticdoode","5/25/2017",5,490,"legit","MDMA"
"Illenial2610","domesticdoode","6/5/2017",5,1708,"Awesome stuff, great service","MDMA"
"handofsauron82","domesticdoode","4/25/2017",4.17,1001,"Fast shipping. Product tested, high content legit. Havent tried will update. ","MDMA"
"FTTTVisionT","domesticdoode","5/12/2017",5,466,"Great stealth, good product. Will buy from dd again","LSD"
"fagmob","domesticdoode","5/24/2017",5,445,"Thank you","LSD"
"Babyalumina27","domesticdoode","5/12/2017",5,430,"Fast, cheap, professional","LSD"
"artsupplies","domesticdoode","5/24/2017",5,312,"Is a great product with ultimate stealth, don't hesitate. ","LSD"
"AH23REY","domesticdoode","5/14/2017",5,430,"Very fast shipping. Love the blotter art used for the product!","LSD"
"loopdaed666","domesticdoode","5/21/2017",5,371,"Excellent! great quality, stealth and speed. love this vendor! ","LSD"
"artsupplies","domesticdoode","5/3/2017",5,510,"Top-notch stealth and a quick communicator. I'd give a 6/5 if i could","LSD"
"MrSmith","domesticdoode","6/5/2017",5,304,"Great product, easy instructions, and rapid delivery (arrived 3 days after ordered)  ","LSD"
"poilk","domesticdoode","6/7/2017",5,298,"Good ship time, good stealth","LSD"
"seymourbutts666","domesticdoode","6/24/2017",5,1339,"Professional, and Excellant Product!","LSD"
"shortstackjack","domesticdoode","6/9/2017",5,655,"Perfect","LSD"
"CaseyCole1","domesticdoode","5/27/2017",5,658,"Amazing delivery speed as always.  Thanks!","LSD"
"kramsonjack","domesticdoode","5/16/2017",5,440,"quick and careful shipping!","LSD"
"GloriousFiend","domesticdoode","5/9/2017",5,446,"Quick and descrete shipment. I will probably use this vendor again for future purchases.","LSD"
"bonddelion","donkingkong","10/25/2017",5,60,"Excellent","Weed"
"loosenpacs","donkingkong","10/23/2017",5,19,"Quality buds and fast delivery","Weed"
"loosenpacs","donkingkong","10/24/2017",5,31,"order arrived on time,","Weed"
